user_id,funnel_step,timestamp
f6ba630a-db9b-4043-8c28-043ea17088d6,tutorial,2023-10-16 19:04:34
436e2524-05f1-45f4-9bb0-96934e06295b,tutorial,2023-08-12 22:45:29
3188d4c0-949d-4bcd-aabd-f51f565abcf9,tutorial,2023-10-09 02:03:30
ae6ac1da-206e-42ab-8fe1-f44b79399f1f,signup,2023-08-08 10:17:44
15e2e6eb-2471-4eae-a8ae-de81d2ef4b54,signup,2023-03-28 23:41:26
a1eaedce-d22d-498f-b1a0-c271ed131582,engaged,2023-09-18 03:24:06
58162fd7-7037-49fb-89ee-68cd63635f67,landing,2023-12-06 02:17:16
f420a1fc-af64-4652-8c0a-68a7648efb32,engaged,2023-05-12 09:11:25
90f32ea4-de73-4f5a-8791-0db59fb83e82,engaged,2023-07-21 14:21:34
d2bf1471-3bac-435f-9db3-bbe86c8a6670,signup,2023-07-23 03:40:29
10c8a32b-ca0e-49ba-830f-8560fb9da3f6,landing,2023-09-25 06:52:37
3d653908-051e-4a24-9e1c-d2097d8dd153,signup,2023-09-30 01:52:50
842c77e8-e070-488f-a140-8602242e8177,landing,2023-08-29 02:24:19
b74fd875-d3df-4825-8e79-d4a1c0b1aff6,landing,2023-02-06 23:43:15
6a40be6a-df15-4e3f-a763-d9be76b3f369,landing,2023-06-18 02:26:05
4c13cf51-b23f-404c-986e-18494815623e,landing,2023-09-14 23:36:52
1d08da00-f32e-4468-8e8f-6f8d1981d7c9,tutorial,2023-10-10 04:53:14
5f75d99f-ab88-4d5c-bf73-494d821f5f38,engaged,2023-04-07 12:54:19
890654c5-9842-48ff-891a-00dcfeec3434,landing,2023-07-07 03:54:36
26c96521-7897-40da-a8db-aebd3199412c,converted,2023-05-15 06:37:07
a1e535aa-fbc5-4c5f-abac-06c1cde9bbae,converted,2023-09-15 18:13:53
58fbd995-7606-4323-b665-fcff5f23416c,converted,2023-09-20 15:31:53
204fe2c6-1387-4c99-8c09-e8c34809c9d5,engaged,2023-09-07 02:19:22
05c8d4f9-cd2d-4467-8ed0-d2bbdebeaf0f,signup,2023-05-30 11:18:36
1700dcca-8bc5-45fe-8d5e-7e5a4fb6f6ad,landing,2023-02-27 17:33:35
b9d6d727-400f-4ed6-91e1-5ca71be066f0,tutorial,2023-11-22 20:21:16
d747f230-5b16-4266-9b43-884e2cfd3792,tutorial,2023-11-17 22:57:31
9b80b9c7-0033-4c80-8846-ed5294d7d775,engaged,2023-08-05 20:08:43
6b919528-b8bd-4dcc-b410-6847266b73ef,converted,2023-12-13 10:37:09
1250784e-a992-40fe-b2f6-9324a1a96c36,tutorial,2023-08-27 00:46:21
a14ca828-15cd-4f96-9639-6e905dc4afb3,signup,2023-01-22 04:35:35
b46e880c-5c0d-4321-a63f-03c4b0f6d84f,landing,2023-01-05 12:32:16
38cc6ce6-1915-4902-a642-6c49bd2164de,landing,2023-09-07 20:54:38
f81703d5-ae90-46e6-bbcf-240c52f703fc,tutorial,2023-12-29 20:58:22
ab7369d6-69a2-45e3-bbae-62bdd08c191b,tutorial,2023-03-02 22:40:08
a05366df-065d-4d3c-ae63-e25dce942894,engaged,2023-07-16 08:13:52
3188d4c0-949d-4bcd-aabd-f51f565abcf9,tutorial,2023-11-26 15:48:51
ad8d5dbd-5800-419a-a4fd-383b7c6347ab,converted,2023-07-02 06:05:23
6435c5b5-68bf-469c-b3f1-00f288f54023,tutorial,2023-11-27 20:00:52
3daa94c9-bc22-4f83-9072-616d30749c5b,engaged,2023-07-12 13:30:59
51b55660-2c12-4a25-b5be-1569ff1bde04,landing,2023-12-04 15:32:27
8df43997-24bb-4232-8fe9-aaa916cb7b09,engaged,2023-03-06 05:40:33
44868a2a-6a6f-46d6-a190-16506c6d7b0f,tutorial,2023-01-30 01:47:40
43eeb8d6-d746-4664-b21f-b048cfcc5aad,landing,2023-10-19 19:50:06
659ab890-a915-4671-b791-8fa7c130c704,landing,2023-07-10 22:29:28
a1e535aa-fbc5-4c5f-abac-06c1cde9bbae,converted,2023-05-05 12:31:25
1d33aa23-621c-431a-9f2a-04f6edc952f1,landing,2023-04-04 13:16:28
2f9cc123-bacd-4bf9-8e8c-e42bb9cc2603,signup,2023-05-09 12:09:48
12fa9dd3-cf93-422e-abcf-b9a2c045e49e,signup,2023-04-19 00:36:44
e8e82a56-48fc-4777-bc61-06dcce57726f,tutorial,2023-01-20 13:18:09
0ec180d5-76ef-4e3f-9e14-ebbadf3fb573,engaged,2023-07-16 20:55:25
679bfb7c-1e13-478f-90ec-9af39258b34e,signup,2023-03-28 11:46:30
f553eb29-03ab-4373-9cee-968c13776f41,signup,2023-08-02 18:59:26
9347eb75-2aed-4559-a1f1-b16e5de05009,converted,2023-09-07 20:09:07
d027a030-bab4-442e-8c6b-7d495b18c2f4,engaged,2023-05-28 01:09:29
73fa36e8-d46c-4f66-91cc-edab8c42c674,engaged,2023-06-06 14:48:50
152a9883-4d91-4509-8b57-3456a6a16c69,signup,2023-11-14 07:57:17
92008dd6-d9a4-4c24-8af9-e63b91650741,landing,2023-04-02 06:21:31
e5081339-62ae-4ac2-be4c-5d1ccce9b7a6,signup,2023-01-31 14:45:15
7ea0ed75-63bd-4891-b210-6fd5beb747ed,engaged,2023-06-28 07:04:18
1a1b6b25-5db6-4c17-95f7-7b7bad2170a7,landing,2023-06-22 12:08:25
fa37302d-8b04-4cc8-b333-a3579794d795,landing,2023-11-08 04:17:47
6435c5b5-68bf-469c-b3f1-00f288f54023,landing,2023-08-11 13:04:21
6fbc052e-ba42-40f4-b33c-1f5036b12ca0,signup,2023-06-24 00:34:53
054f37e9-9e4a-4cb7-8a9f-ac5a88ecfa04,engaged,2023-02-04 04:24:16
ddc5dfaa-98e8-438a-b0c8-a84583657760,landing,2023-11-29 15:59:24
6134f459-0fa1-4883-b1ef-17c97bb3be47,tutorial,2023-07-13 13:56:52
6134f459-0fa1-4883-b1ef-17c97bb3be47,converted,2023-06-23 14:58:36
3d451e08-65af-4b2a-acbf-dc417af8d05d,landing,2023-05-03 17:54:25
c0352b55-ae91-4504-be29-3f50aa933d82,tutorial,2023-02-16 02:25:40
ddc5dfaa-98e8-438a-b0c8-a84583657760,converted,2023-07-13 03:51:20
a284bf34-8fa3-4cfe-a613-02bcc793e0a2,converted,2023-10-17 10:07:50
2e94552f-78e0-4d1f-a67e-7ba7690a5fe6,landing,2023-09-11 17:52:40
baf20257-80e5-4880-90eb-e17447919dcf,landing,2023-01-07 21:37:13
af0f614d-496e-4256-aab6-d65218fc2ea0,landing,2023-02-09 20:42:18
db3573e5-29e5-45ec-af21-5027cb15090a,engaged,2023-06-06 16:19:48
dac13160-1acc-42ca-8d49-364de2c5142c,engaged,2023-06-10 03:16:25
f430d073-d731-43b1-9834-073df98b9276,tutorial,2023-01-14 21:58:40
e3802dc5-0ecf-46d3-bb94-0b42096bfa66,signup,2023-08-05 08:50:14
c12538cb-2aa8-42af-b956-49ff97f78b7b,landing,2023-08-02 05:58:18
c37e69ec-d636-4ade-a5b3-1872d1357e3f,tutorial,2023-01-01 01:34:54
3d451e08-65af-4b2a-acbf-dc417af8d05d,signup,2023-11-17 18:01:39
42f949ac-6679-4a17-889f-10e45506ce66,engaged,2023-02-05 07:12:28
4c547b68-df14-47dd-a279-d27c01efcfeb,signup,2023-11-04 11:57:18
68a94868-7d29-4615-aab7-5768e216e75e,signup,2023-08-23 15:34:57
8b5b8767-8c9a-424b-b95d-1f12350de005,landing,2023-08-29 10:06:53
84b88666-39c7-4ab6-9afe-88ba6bcadfbd,landing,2023-09-05 14:17:09
54244985-b635-491f-b495-a6ec415d03ad,landing,2023-04-29 07:03:31
2b5db3a2-cade-4b97-81bf-e72bc682a13f,landing,2023-12-12 16:26:05
1d33aa23-621c-431a-9f2a-04f6edc952f1,signup,2023-07-17 10:03:04
c2a9423b-4b65-458f-95fc-626c74572bf0,landing,2023-08-07 09:19:10
7df5fe26-280c-4d07-ab91-11f2e153893f,landing,2023-03-22 07:59:36
e73effce-2f59-4547-b315-acd480b7f7dc,engaged,2023-09-12 05:16:36
f420a1fc-af64-4652-8c0a-68a7648efb32,signup,2023-09-18 18:35:41
ccbdbfa1-3660-4db9-8721-86df5507ca1e,tutorial,2023-06-27 04:09:57
9ac3fb9b-b886-43a2-96ee-55ae48030b4d,engaged,2023-05-13 08:59:29
fa37302d-8b04-4cc8-b333-a3579794d795,tutorial,2023-05-22 02:35:50
96108242-5958-4bfa-9d54-0a3ee0305a6a,converted,2023-11-17 12:27:21
466374db-3957-4d91-af2e-d59caa67b606,landing,2023-01-22 01:52:53
03c87830-8f20-4d73-b5e3-648ef6dc4642,engaged,2023-11-14 03:09:29
19b9a896-8a8f-430e-be34-ea05995533bd,converted,2023-03-28 13:44:50
80bcbd20-ed57-4c8f-aa15-ffa56fb7f85e,engaged,2023-11-24 21:36:32
28d625a4-cc95-4f32-8946-d7d0df8db4a0,landing,2023-06-26 11:52:26
ad42a27d-2aa7-4099-96b0-cb36bff24575,signup,2023-05-09 22:12:32
733cda32-0bc9-4e42-b56d-71cb88463a5f,landing,2023-08-06 12:59:03
6e1c3d79-14f0-49a2-b452-50a5c40ce6ef,tutorial,2023-10-26 00:50:21
054f37e9-9e4a-4cb7-8a9f-ac5a88ecfa04,engaged,2023-08-29 16:33:46
00918c67-3619-41fd-9908-fde214a5b274,signup,2023-08-21 23:57:00
a901f1df-a846-443a-aaa7-6fa4fa5e59b8,tutorial,2023-07-03 17:55:31
37c2c53b-57b5-4741-a58c-f9ec549437f8,tutorial,2023-10-06 07:44:14
30b0e1dc-7e2f-41bd-8202-16b85a3e92e6,signup,2023-09-13 05:14:32
e2425c82-00fb-4a7b-ab55-091898fbee0e,engaged,2023-05-22 02:09:02
d8ec7459-7168-45a1-a795-e738cef4d690,engaged,2023-10-06 00:47:50
c36895e6-d58c-48f3-9e91-cece30bcff71,landing,2023-06-25 17:54:29
ab6f00ed-ffe6-4130-8896-6e211e78611d,tutorial,2023-02-14 06:46:29
a05f1a94-d49f-4614-b7cc-ddc8be257fcb,landing,2023-02-07 20:10:43
bd511c53-583e-4135-adf0-fe85c465d75e,tutorial,2023-10-22 21:22:29
053bd943-5d33-48f9-987d-0bd4ba48e610,converted,2023-09-13 21:29:19
04f544c4-d4cc-42ac-8bca-3246f60028e3,engaged,2023-03-28 02:49:58
4c547b68-df14-47dd-a279-d27c01efcfeb,signup,2023-01-01 20:28:37
59ddf77b-bbaa-485a-a8ab-fc9583ebaf1e,landing,2023-05-13 13:40:44
4574168c-af83-4ff9-952b-10ebccc8e6e1,landing,2023-05-18 22:08:06
060e91a4-c23f-4b41-aab2-499bac5edc08,tutorial,2023-11-19 07:04:42
f588ab43-cc5f-4692-8152-c05e30ead7df,landing,2023-09-04 02:09:00
77ae0c65-76e7-4c2c-8469-81e86acb7400,tutorial,2023-11-07 15:43:36
58a2b405-9521-49ff-afa6-2bbfdb0a850d,landing,2023-04-24 09:29:02
1c548eb1-cbf4-4aca-9393-bb8c9a237c1b,signup,2023-08-01 16:50:46
b74fd875-d3df-4825-8e79-d4a1c0b1aff6,landing,2023-07-22 17:15:13
dad4c52a-3ccc-4ec3-abe8-36bc3a55ed1f,converted,2023-05-26 04:54:38
fd24b500-fbec-4d1c-b3a4-72030e9d94c6,engaged,2023-09-30 16:00:34
a8888c77-6a9e-4bc5-bc74-544ac311d401,signup,2023-02-11 06:59:42
2f0fda84-725c-4d97-aef5-79498311b3ad,landing,2023-01-18 18:40:58
d3c9b23f-d13f-4b80-979a-f613419ec074,tutorial,2023-12-15 07:30:02
58a2b405-9521-49ff-afa6-2bbfdb0a850d,landing,2023-03-05 18:02:20
ae7b5cdb-0f5a-44f6-8acb-1de604d82a17,tutorial,2023-07-11 05:42:25
d027a030-bab4-442e-8c6b-7d495b18c2f4,engaged,2023-02-24 13:04:52
1620cd5c-9374-408e-8df1-2a8d2ab0b596,tutorial,2023-11-16 04:05:29
38cc6ce6-1915-4902-a642-6c49bd2164de,tutorial,2023-10-06 09:34:59
51b55660-2c12-4a25-b5be-1569ff1bde04,tutorial,2023-10-16 08:42:11
85ea32c1-31b5-44e6-8f37-f27f00fef5ea,converted,2023-10-08 05:25:05
083855a5-33b9-48d2-8560-fd46990fa4cf,converted,2023-06-08 22:07:14
8d764041-d494-4823-8bff-e3c40192f492,tutorial,2023-02-11 12:57:12
179cc048-d50a-470c-aee7-e14278b50d32,signup,2023-04-09 18:08:53
7ea0ed75-63bd-4891-b210-6fd5beb747ed,signup,2023-08-26 05:33:04
3c4f7a2f-1274-4d17-8ee0-cda320a03fdc,landing,2023-03-18 02:07:13
53c4e27e-1b4d-4d80-9576-70cb273700cb,tutorial,2023-03-14 20:01:52
358a6639-1d35-41a7-a5f1-124058ffa6ad,tutorial,2023-02-16 21:25:56
f553eb29-03ab-4373-9cee-968c13776f41,landing,2023-12-28 06:14:38
5a2665f5-0cb6-4a9d-ac9c-9cdc68b91ada,landing,2023-11-27 23:01:38
7685d0c9-30bb-4588-8c49-03fbaceb6a9a,signup,2023-06-02 14:03:38
15e2e6eb-2471-4eae-a8ae-de81d2ef4b54,engaged,2023-03-25 17:26:23
080af770-13c8-405c-8e48-a48b74c24b1e,tutorial,2023-06-27 11:58:39
90a1193f-b995-4d53-a665-d14800c3028e,tutorial,2023-11-17 05:24:05
436e2524-05f1-45f4-9bb0-96934e06295b,signup,2023-10-31 11:21:57
5a2665f5-0cb6-4a9d-ac9c-9cdc68b91ada,tutorial,2023-03-16 00:19:22
154a90ae-b5a3-4cf0-814e-cca6c7292596,signup,2023-10-06 08:56:51
c12538cb-2aa8-42af-b956-49ff97f78b7b,tutorial,2023-05-12 05:46:08
d2bf1471-3bac-435f-9db3-bbe86c8a6670,landing,2023-02-11 20:26:58
ddc5dfaa-98e8-438a-b0c8-a84583657760,signup,2023-10-22 01:08:36
832f901f-4acf-42dc-9707-38342ed2f803,landing,2023-06-10 23:08:37
c0352b55-ae91-4504-be29-3f50aa933d82,signup,2023-01-19 01:24:53
531454d9-7b3c-4998-8ab8-7efce9ea6961,converted,2023-12-26 20:47:06
275538f6-6f8f-458f-9b6a-d14c1af3ec94,landing,2023-09-03 22:13:44
08b40d6e-e9db-498e-a553-bc759bf2aa39,signup,2023-11-22 05:45:03
4c5e428f-7a56-41e9-9516-79ea60df65a9,tutorial,2023-09-19 00:48:55
15e2e6eb-2471-4eae-a8ae-de81d2ef4b54,engaged,2023-08-17 16:07:02
1661c2c5-f921-45f6-ab2f-8bbe130acb41,signup,2023-02-17 20:29:09
d6690f74-dadf-4731-8eb2-7bc58197a8ed,engaged,2023-10-27 20:54:52
00d4110c-9e30-4185-99c9-bed992a5460e,engaged,2023-12-13 07:45:10
5263cbfb-4b8f-4d4d-a060-949c34b397a2,signup,2023-06-24 23:00:25
12fa9dd3-cf93-422e-abcf-b9a2c045e49e,signup,2023-06-27 15:09:50
