timestamp,metric,value
2023-01-06 01:58:16,revenue_drop,91.89977857098606
2023-12-28 06:11:42,usage_spike,102.58843353630601
2023-12-24 16:40:13,login_failures,92.93759639995108
2023-03-23 01:34:48,revenue_drop,100.61698985513878
2023-09-12 16:01:37,usage_spike,86.33237926959741
2023-07-10 20:13:52,revenue_drop,122.17348839911449
2023-12-27 13:20:59,usage_spike,128.4652984213132
2023-12-12 13:13:57,revenue_drop,97.33219355776755
2023-11-20 03:31:34,revenue_drop,72.27021158617514
2023-02-01 01:15:05,revenue_drop,89.52313659373209
2023-07-01 18:37:38,usage_spike,96.32022679794072
2023-11-08 02:02:49,revenue_drop,110.11077753806416
2023-09-06 03:08:07,usage_spike,79.83973553658643
2023-01-24 13:46:00,usage_spike,84.61675362715698
2023-05-21 04:04:28,login_failures,110.21352275717615
2023-08-05 17:07:20,usage_spike,118.77817664079116
2023-10-16 17:42:43,usage_spike,87.56811909658632
2023-12-12 19:24:53,usage_spike,73.33565892098008
2023-06-11 12:57:53,usage_spike,165.6823640257577
2023-11-16 05:50:32,usage_spike,115.66608474177427
2023-05-24 07:58:08,login_failures,94.65992476465937
2023-11-05 10:56:33,revenue_drop,117.3806255106168
2023-10-03 03:04:53,login_failures,97.51086740571156
2023-01-23 15:23:44,login_failures,117.34313778200372
2023-11-16 20:54:31,revenue_drop,103.18786395552445
2023-08-28 14:14:07,usage_spike,101.82543796335146
2023-04-14 05:34:52,revenue_drop,97.72836263538423
2023-07-25 10:49:53,usage_spike,71.0523733307382
2023-01-16 18:54:53,revenue_drop,138.7618979878628
2023-10-13 04:10:30,login_failures,81.16932159464514
2023-01-28 08:03:53,usage_spike,72.79952847378811
2023-11-21 01:41:53,login_failures,95.74280234487266
2023-04-29 00:35:44,usage_spike,80.77056372978987
2023-01-31 06:24:37,revenue_drop,98.96574418879457
2023-03-25 20:20:03,revenue_drop,113.75527697123538
2023-07-21 17:57:13,revenue_drop,119.90605801058446
2023-02-07 17:13:01,revenue_drop,116.29461443243363
2023-02-09 07:29:11,revenue_drop,93.8873589042864
2023-10-09 15:05:32,login_failures,100.99183655323172
2023-03-31 17:14:37,login_failures,108.15758101794982
2023-07-26 11:26:24,usage_spike,64.84425152115855
2023-05-30 15:32:45,login_failures,111.4116940023972
2023-03-15 13:53:56,usage_spike,70.85401424832337
2023-03-17 00:00:13,usage_spike,140.8069319781298
2023-07-24 08:27:54,login_failures,91.9096983071661
2023-09-13 02:31:58,login_failures,96.30249645610817
2023-04-07 14:38:22,usage_spike,84.60585801524289
2023-08-10 09:02:34,login_failures,87.40059936288621
2023-08-31 20:27:06,login_failures,145.4818713828648
2023-03-11 11:26:57,login_failures,118.80739377246596
2023-08-05 20:53:02,revenue_drop,69.01595109704323
2023-10-18 22:59:51,revenue_drop,130.08425801370458
2023-08-05 18:15:24,usage_spike,123.86484550282863
2023-06-11 05:48:03,login_failures,94.37575075423423
2023-10-17 18:14:02,usage_spike,106.13393884059676
2023-02-10 23:27:48,login_failures,99.70111841157852
2023-10-25 14:16:44,revenue_drop,139.45159808893865
2023-09-06 00:24:35,login_failures,84.0741962201582
