event_id,user_id,event_type,timestamp
0fc474dd-f41f-4741-b8e2-d391b7fbfbdd,0ec180d5-76ef-4e3f-9e14-ebbadf3fb573,add_to_cart,2023-10-01 05:28:02
18f25288-ff0e-4679-b4a2-29bd9e1831cb,e929761b-1fa1-4970-8e2f-78c32abf36c7,page_view,2023-04-28 11:39:50
43bec74d-a49b-4447-86a6-99062c2b652c,876ad494-1494-49c6-9a4c-4fa0a0f0021b,page_view,2023-08-26 13:14:59
3913761b-9e35-4211-bda9-a8c20e87b8ec,358a6639-1d35-41a7-a5f1-124058ffa6ad,page_view,2023-11-10 10:43:00
f958df32-b5b3-445e-b859-9124e642f2f9,d747f230-5b16-4266-9b43-884e2cfd3792,page_view,2023-09-11 23:30:03
450d2c6f-5916-45c5-9662-a4611a7dabe1,9dc517f1-2f98-42cf-9d49-bccf493d1328,page_view,2023-07-25 10:05:04
39de88f4-c96b-4e49-bafa-2d3535288984,df07d97f-444c-4ea2-a3f6-660e7d2f75d5,add_to_cart,2023-01-04 00:54:59
89a5bcc5-da40-450e-84b0-5e7390f73108,c0352b55-ae91-4504-be29-3f50aa933d82,page_view,2023-09-17 08:56:10
1b43ab4e-dd61-4548-b178-173c400d7248,e951f78e-b433-49c5-a7b6-a9d91abb8418,signup,2023-11-14 07:57:45
c9b23ddf-bc73-4ba0-aad2-cba62e2e8703,e929761b-1fa1-4970-8e2f-78c32abf36c7,page_view,2023-08-04 09:16:04
a5ad5324-c6df-4083-b153-b450738ccb86,44913d68-0203-49f8-8e93-f23c395a8104,page_view,2023-04-27 06:24:43
0e15dcdd-338f-4692-a93a-2e511c2eb02e,91d1111e-8ea4-4028-bbf0-2561bef02344,purchase,2023-12-28 20:35:44
d9b46c7b-310e-42cc-92cb-de40a8f3e8a6,1d33aa23-621c-431a-9f2a-04f6edc952f1,add_to_cart,2023-09-15 15:13:51
8fef3a45-57c6-4af4-ad9d-a71fa1721286,31e7405f-bdff-4123-9309-8b99d14e6cbd,page_view,2023-02-10 05:29:46
7468ac97-2471-4274-9c6a-2bd83ed1a051,c95761b1-f1b4-43c8-9a4c-548b0106d46b,signup,2023-12-08 00:44:11
3212208d-892b-4aaa-b992-eb774d3ed497,84eae8b8-a085-4683-a4d3-f43c0ff4bb12,signup,2023-02-22 03:41:02
0d405fd9-83d6-467e-a99c-59af78a6825d,c104b17c-07ff-4531-b20d-065f63ef60e1,page_view,2023-04-13 17:00:03
f1a4d43e-aae2-4399-ac6a-4d745b8761fd,c37e69ec-d636-4ade-a5b3-1872d1357e3f,page_view,2023-02-14 19:52:23
f1124b93-7efa-4aff-a416-1a30ff3f013b,ed1a2371-a4f0-4e07-a2ea-e5cd0d44a6f0,logout,2023-12-12 12:43:24
1ed26d6a-c755-4f0f-b393-7a3d1b3b8b1a,2ed7dbaa-f401-47ee-acae-0a97e61e9358,purchase,2023-02-11 13:38:51
c702ca27-e39d-47ef-bd3c-694340a8ccef,506c439d-2bfc-4107-ae45-9805469b89dd,add_to_cart,2023-10-16 07:49:30
85e87a17-dbf7-4959-8f77-a4ee11684827,b74fd875-d3df-4825-8e79-d4a1c0b1aff6,signup,2023-08-03 20:25:05
442c1d46-44d0-4895-939f-9f251e1540b9,42a681b5-05a7-415b-92ca-89758b28aa45,page_view,2023-03-02 08:52:46
f8532a1a-28d6-4867-b8a5-433884878e8f,6b919528-b8bd-4dcc-b410-6847266b73ef,add_to_cart,2023-04-16 18:28:09
39605491-2476-4f89-b294-c179ee5f3813,3c4f7a2f-1274-4d17-8ee0-cda320a03fdc,page_view,2023-04-20 10:09:31
2b471234-ae68-40d9-b36f-2ac3ccc919de,937b46f0-d7ad-4e7f-8999-85c086a55c66,purchase,2023-08-23 21:25:21
9da8dbd0-36dd-43b2-900f-1ed6caf95b72,e726d833-c248-4bdd-af1c-0e01d41d3789,add_to_cart,2023-03-23 19:12:38
a4420e68-9eb8-4131-8fcc-8a574c3c4118,58162fd7-7037-49fb-89ee-68cd63635f67,purchase,2023-10-06 16:37:49
7811bc2f-005e-4810-bff1-811b54a9810f,f553eb29-03ab-4373-9cee-968c13776f41,page_view,2023-05-14 03:52:33
56b52184-f2a2-4ae7-bf96-c4842457008a,f430d073-d731-43b1-9834-073df98b9276,page_view,2023-03-21 01:39:52
504dfae9-7614-4364-b04a-02acc01a5804,944a7134-95d0-487c-9f08-797d734932c8,add_to_cart,2023-09-24 23:56:15
1dd65bcb-350b-434d-aca5-ece43571dc03,fd9d1182-05cd-4ef1-83cb-2289156188ca,purchase,2023-09-04 07:31:34
1c74fccc-1f6e-416a-b5fe-20d6097fce38,715afdda-594d-4fa8-9018-dbf78c6bbd62,add_to_cart,2023-11-28 05:43:25
47844345-f4b2-48d8-934b-c033ebc913b0,2e39e0c7-8deb-4190-b7c6-814e02f8225e,page_view,2023-04-13 12:30:29
61356184-cffc-4653-a4aa-91a2b263881c,7f14fe4c-0247-434e-adad-5d652e970fe3,signup,2023-07-16 06:45:13
3d83d59d-b8f2-447a-a963-af41eb9025c0,d019e439-140b-4713-b220-bc3e02633a4b,page_view,2023-07-09 17:26:48
be838f8b-1b86-427b-95ec-88c8d810574b,2886228f-e755-42e6-aaca-39454171c861,logout,2023-04-08 12:37:10
ad8d3855-dca3-4b44-9a04-75b99eb8e78b,82e8a5c2-4801-4c2a-b3b5-5c9aafc6a794,page_view,2023-12-18 14:20:51
fcba231a-7195-4c4d-897d-715da3999cb6,0b20be9c-9797-43c7-bc27-6406de85c3b7,purchase,2023-12-19 16:39:20
45fa3865-28c5-415f-ad14-4301f86e79cf,38cc6ce6-1915-4902-a642-6c49bd2164de,page_view,2023-11-25 14:15:29
56dbe032-f4c9-4cbd-8fb1-845375f4dcde,2e774166-e972-4d6b-8c22-703ee87d431f,logout,2023-01-20 17:28:48
3b40c02c-1d29-4abb-a505-76010e0e34b2,8a8d1596-c4fa-482e-b078-4cf3671fc94d,add_to_cart,2023-02-05 20:17:02
be457279-f92f-4ccc-83c7-6422e21a5a30,b4e25a13-fb4a-46f6-86b4-b9ea0cc96835,page_view,2023-09-04 07:57:34
39fad99d-55d9-48b9-a892-6e06d6f5eafb,538ecfdd-4c11-41cc-b057-51bac45e2e1b,page_view,2023-06-14 12:00:44
80f17f66-d56c-4319-af31-729aee45ae63,060e91a4-c23f-4b41-aab2-499bac5edc08,page_view,2023-11-19 02:05:04
8db94f32-17ad-493d-b173-c633237ec9dd,44868a2a-6a6f-46d6-a190-16506c6d7b0f,page_view,2023-04-18 10:50:47
df5e1207-2062-497f-ac08-d9a3346db88d,37c2c53b-57b5-4741-a58c-f9ec549437f8,logout,2023-01-18 02:55:06
e6a3955e-19ac-4106-9535-7894935b4558,9f8ed6ba-c003-46df-8eaa-79cbb2552e5d,add_to_cart,2023-01-02 09:02:53
a58294c4-ae83-4fa0-a27d-7b5551efcd3a,e07b0de0-e653-4236-bbc9-837112066e88,purchase,2023-05-10 12:58:20
1608dbb4-ba3e-477a-a401-10ec5aa37e19,a5616032-17aa-4fde-be4a-f91ed08f448c,purchase,2023-10-27 11:21:07
105168d4-4798-4544-8b97-d42d3fdca10f,73fa36e8-d46c-4f66-91cc-edab8c42c674,purchase,2023-02-20 19:19:39
dbd52a10-e2e7-4e4d-8707-6405ff784c89,474e6d63-e527-46c5-885c-803165879da9,page_view,2023-09-05 10:19:37
d0f27ad7-48a5-467a-abe5-083d478fe275,10c8a32b-ca0e-49ba-830f-8560fb9da3f6,page_view,2023-04-12 17:36:00
8571bb3a-a3c6-4313-b56e-22dae530da71,ff3b2434-8059-469c-8916-0b870012fd06,purchase,2023-03-04 18:03:11
8ee9bf91-4f4e-4786-af46-bac07c9bbbd9,8581fa9e-6a5e-4a77-8717-0dd78bcd4acf,logout,2023-10-15 20:46:22
0fe98124-436f-4097-ae99-cadda500db9a,cae8c3ad-2588-4169-a209-36865cf10061,page_view,2023-06-21 14:12:19
f9a547a0-c71d-43ff-b30d-961a53f60459,d9dfa0c5-5e03-4ebb-bbc7-93dd4d807957,page_view,2023-08-03 06:02:03
c1381019-438b-45e9-9135-011c08961814,6883c1df-fc6e-4b1e-9f29-7f44f172cbfb,add_to_cart,2023-10-02 01:17:50
de68a207-d089-44ca-9c9d-1f95a1a7b1e5,f553eb29-03ab-4373-9cee-968c13776f41,logout,2023-06-16 02:19:51
907677df-174b-4cf1-82f6-8859e988d636,579854c9-121f-4d0a-b4dd-43b4820ebe43,page_view,2023-08-06 20:01:51
30545a2e-c326-4006-afbc-f00f4f37a795,7d3d5546-b722-41ad-bc30-e9f97c7ca53e,add_to_cart,2023-01-04 18:07:41
a0e136b9-38e2-4c73-b475-8584f5ab6f4f,fc8d083b-c847-41b3-badc-b484f522ff10,signup,2023-02-13 10:44:24
b15b1b8a-4c34-486c-bfe8-2f33002de660,9ad86263-b936-4140-a58c-b8d2f0ba5984,page_view,2023-01-30 05:19:24
